CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Exited_Probability,Risk_Label
15730076,Osborne,651,France,Male,45,1,0.0,1,1,0,67740.08,1,0.8581679,High Risk
15622003,Carslaw,745,France,Male,35,9,92566.53,2,1,0,161519.77,0,0.057696864,Low Risk
15607312,Ch'ang,648,Spain,Female,49,10,0.0,2,1,1,159835.78,1,0.7366633,High Risk
15644753,Hung,848,Spain,Male,40,3,110929.96,1,1,1,30876.84,0,0.06258161,Low Risk
15653620,Gordon,546,France,Female,27,8,0.0,2,1,1,14858.1,0,0.002822747,Low Risk
15761986,Obialo,439,Spain,Female,32,3,138901.61,1,1,0,75685.97,0,0.21205416,Low Risk
15633922,Gray,755,France,Male,30,4,123217.66,2,0,1,144183.1,0,0.0202576,Low Risk
15734674,Lin,593,France,Female,41,6,0.0,1,1,0,65170.66,0,0.5988556,Medium Risk
15658032,Hopkins,701,France,Male,39,2,0.0,2,1,1,82526.92,0,0.008101467,Low Risk
15692671,Dobson,701,Spain,Male,36,8,0.0,2,1,0,169161.46,0,0.04728915,Low Risk
15737741,McKay,607,Spain,Female,33,2,108431.87,2,0,1,109291.39,1,0.70982635,High Risk
15576352,Revell,586,Spain,Female,57,3,0.0,2,0,1,6057.81,0,0.19815744,Low Risk
15753719,Rickards,547,Germany,Female,30,9,72392.41,1,1,0,77077.14,0,0.05840807,Low Risk
15803689,Begum,647,Germany,Female,51,1,119741.77,2,0,0,54954.51,1,0.9507317,High Risk
15718057,Onyinyechukwuka,760,France,Female,51,2,100946.71,1,0,0,179614.8,1,0.9530329,High Risk
15722010,Zuyev,621,Spain,Male,53,9,170491.84,1,1,0,35588.07,1,0.9124357,High Risk
15680998,Nwankwo,725,France,Male,44,5,0.0,1,1,1,117356.14,0,0.45948625,Medium Risk
15614782,Hao,526,France,Male,36,1,0.0,1,1,0,160696.72,0,0.10245528,Low Risk
15591047,Ma,519,Spain,Female,47,6,157296.02,2,0,0,147278.43,1,0.92026204,High Risk
15788291,Okwuadigbo,713,Germany,Female,38,7,144606.22,1,1,1,56594.36,1,0.36784634,Medium Risk
15604044,Mitchell,700,France,Male,38,8,134811.3,1,1,0,1299.75,0,0.042163305,Low Risk
15679587,Chan,666,France,Female,34,9,115897.12,1,1,1,25095.03,0,0.13364208,Low Risk
15775153,Buchi,630,Spain,Male,32,4,82034.0,1,0,0,146326.45,0,0.06307792,Low Risk
15603925,Greco,779,Spain,Female,26,4,174318.13,2,0,1,38296.21,0,0.006398238,Low Risk
15680970,Lombardi,611,Germany,Female,41,2,114206.84,1,1,0,164061.6,0,0.7267411,High Risk
15697183,Uchenna,685,Spain,Male,43,9,0.0,2,1,0,107811.28,0,0.048756268,Low Risk
15567446,Coffman,646,Germany,Male,39,9,111574.41,1,1,1,30838.51,0,0.5383042,Medium Risk
15637476,Alexandrova,683,Germany,Female,57,5,162448.69,1,0,0,9221.78,1,0.9868217,High Risk
15714939,Fallaci,484,Germany,Female,34,4,148249.54,1,0,1,33738.27,0,0.19582528,Low Risk
15683503,Hudson,601,France,Female,43,8,0.0,3,0,1,110916.15,1,0.9982936,High Risk
15645569,Mai,762,Spain,Female,26,7,123709.46,2,1,1,169654.57,0,0.06949656,Low Risk
15782569,Stout,687,France,Female,72,9,0.0,1,0,1,69829.4,0,0.014345093,Low Risk
15592387,Burke,566,France,Male,30,5,0.0,1,1,0,54926.51,1,0.65636325,Medium Risk
15609286,Chadwick,702,France,Male,37,10,150525.8,1,1,1,94728.49,0,0.022213016,Low Risk
15814035,Lawrence,601,France,Male,29,9,0.0,1,1,1,80393.27,0,0.09700112,Low Risk
15661249,Bellucci,699,France,Male,53,4,0.0,2,0,1,111307.98,0,0.035659198,Low Risk
15629117,Harper,584,France,Male,28,10,0.0,2,1,0,19834.32,0,0.002859862,Low Risk
15607170,Boyle,699,France,Male,35,5,0.0,2,1,1,78397.24,0,0.015392764,Low Risk
15586585,Duncan,698,Germany,Female,51,2,111018.98,1,1,0,86410.28,0,0.5836362,Medium Risk
15686611,Moss,495,France,Male,30,10,129755.99,1,0,0,172749.65,0,0.003546483,Low Risk
15603203,Avdeyeva,650,France,Female,27,6,0.0,2,1,0,1002.39,0,0.0014928259,Low Risk
15619857,Crawford,605,France,Female,64,2,129555.7,1,1,1,13601.79,0,0.122310475,Low Risk
15805062,Lynton,667,Spain,Male,38,1,87202.38,1,1,1,77866.91,0,0.05317301,Low Risk
15660271,Duncan,688,Germany,Male,26,8,146133.39,1,1,1,175296.76,0,0.14914344,Low Risk
15745295,Gether,727,Spain,Female,31,0,0.0,1,1,0,121751.04,1,0.75831515,High Risk
15719352,Davidson,754,Spain,Male,39,6,170184.99,2,1,0,89593.26,0,0.2706046,Low Risk
15766575,Larionova,612,Germany,Female,62,8,140745.33,1,1,0,193437.89,1,0.98234093,High Risk
15594594,Loggia,546,Spain,Male,42,7,139070.51,1,1,1,86945.0,0,0.037507553,Low Risk
15646161,Steinhoff,673,Spain,Female,37,8,0.0,2,1,1,183318.79,0,0.04895644,Low Risk
15682585,Guerra,593,France,Male,35,9,114193.24,1,1,0,71154.1,0,0.11398836,Low Risk
15603134,Pai,656,Spain,Female,40,10,167878.5,1,0,1,151887.16,0,0.28526247,Low Risk
15636444,Craig,535,Germany,Female,53,5,141616.55,2,1,1,75888.65,0,0.13114595,Low Risk
15773456,Lazareva,678,Germany,Male,36,3,145747.67,2,0,1,89566.74,0,0.07958835,Low Risk
15745307,Ch'iu,477,Spain,Female,48,2,129120.64,1,0,1,26475.79,0,0.4177266,Medium Risk
15604119,Alderete,850,Spain,Male,35,7,110349.82,1,0,0,126355.8,0,0.067045294,Low Risk
15626900,Kung,427,France,Male,29,1,141325.56,1,1,1,93839.3,0,0.015497753,Low Risk
15605447,Palermo,752,France,Male,49,2,78653.84,1,1,0,7698.6,0,0.23266934,Low Risk
15589030,Ts'ai,649,France,Male,47,1,0.0,2,1,1,145593.85,0,0.031904627,Low Risk
15692463,Rahman,799,Spain,Female,28,3,142253.65,1,1,0,45042.56,0,0.04193855,Low Risk
15712403,McMillan,589,France,Female,61,1,0.0,1,1,0,61108.56,1,0.9966691,High Risk
15811762,Pickering,583,Germany,Female,54,6,115988.86,1,1,0,57553.98,1,0.9943395,High Risk
15718673,Mirams,839,Spain,Female,33,10,75592.43,1,1,0,62674.42,0,0.18019801,Low Risk
15724282,Tsao,540,Germany,Male,44,3,164113.04,2,1,1,12120.79,0,0.09858986,Low Risk
15738181,Douglas,850,France,Male,31,6,67996.23,2,0,0,50129.87,1,0.7907793,High Risk
15633648,Jideofor,696,Spain,Female,51,5,0.0,2,1,0,55022.43,0,0.39003432,Medium Risk
15603323,Bell,660,Spain,Female,33,1,0.0,2,0,0,117834.91,0,0.027744502,Low Risk
15583725,Mairinger,682,France,Male,48,1,138778.15,1,0,1,168840.23,0,0.05202662,Low Risk
15588350,McIntyre,744,France,Female,43,10,147832.15,1,0,1,24234.11,0,0.18421814,Low Risk
15798398,Pagnotto,785,France,Female,36,4,135438.4,1,0,0,190627.01,0,0.11923048,Low Risk
15784844,K'ung,752,Spain,Male,48,5,116060.08,1,1,0,156618.38,1,0.8784293,High Risk
15580684,Feng,706,France,Female,29,5,112564.62,1,1,0,42334.38,0,0.10855747,Low Risk
15809663,Donaldson,583,France,Female,27,1,125406.58,1,1,1,110784.42,0,0.02007417,Low Risk
15640078,Chambers,660,Germany,Female,39,5,135134.99,1,1,0,173683.0,1,0.8766608,High Risk
15698786,Marcelo,819,France,Female,39,9,133102.92,1,1,0,27046.46,1,0.93608963,High Risk
15569807,Ejimofor,673,France,Female,34,8,42157.08,1,1,0,20598.59,1,0.7325276,High Risk
15730830,Dale,752,France,Female,30,3,0.0,2,1,1,104991.28,0,0.0142229395,Low Risk
15805112,Pokrovsky,578,France,Male,38,7,82259.29,1,1,0,8996.97,0,0.07827317,Low Risk
15633064,Stonebraker,438,France,Female,36,4,0.0,2,1,0,64420.5,0,0.072187185,Low Risk
15703119,Liang,652,France,Male,38,6,0.0,2,1,1,145700.22,0,0.0059653367,Low Risk
15730447,Anderson,629,France,Female,49,4,0.0,2,1,1,196335.48,0,0.0971223,Low Risk
15813850,Christian,720,France,Male,52,7,0.0,1,1,1,14781.12,0,0.52127177,Medium Risk
15711889,Mao,668,France,Male,42,3,150461.07,1,1,0,108139.23,0,0.38511285,Medium Risk
15664610,Campbell,459,Germany,Male,48,4,133994.52,1,1,1,19287.06,1,0.97436476,High Risk
15751710,Ginikanwa,729,Spain,Male,31,8,164870.81,2,1,1,9567.39,0,0.043150216,Low Risk
15692926,Toscani,498,Germany,Male,25,8,121702.73,1,1,1,132210.49,0,0.027168445,Low Risk
15813741,Nnachetam,549,Spain,Male,25,6,193858.2,1,0,1,21600.11,0,0.04070488,Low Risk
15698474,Sagese,601,Germany,Female,54,1,131039.97,2,1,1,199661.5,0,0.0591345,Low Risk
15568595,Fleming,544,France,Male,64,9,113829.45,1,1,1,124341.49,0,0.12958492,Low Risk
15603065,Grubb,751,France,Female,30,6,0.0,2,1,0,15766.1,0,0.018476658,Low Risk
15592937,Napolitani,632,Germany,Female,41,3,81877.38,1,1,1,33642.21,0,0.43269688,Medium Risk
15699637,Anenechi,694,Spain,Male,57,8,116326.07,1,1,1,117704.65,0,0.11123412,Low Risk
15667215,Chandler,678,France,Male,31,2,0.0,2,1,1,58803.28,0,0.035010543,Low Risk
15788659,Howells,695,France,Male,46,4,0.0,2,1,1,137537.22,0,0.018463604,Low Risk
15763218,Akeroyd,661,France,Female,41,1,0.0,2,0,1,131300.68,0,0.1191256,Low Risk
15645772,Onwumelu,661,France,Male,33,9,0.0,2,1,1,84174.81,0,0.009405039,Low Risk
15725511,Wallace,559,France,Female,31,3,127070.73,1,0,1,160941.78,0,0.06742759,Low Risk
15575024,Uwaezuoke,503,France,Male,29,3,0.0,2,1,1,143954.99,0,0.0029669404,Low Risk
15640825,Loyau,695,Spain,Male,46,3,122549.64,1,1,1,56297.85,0,0.08849912,Low Risk
15662397,Small,640,France,Female,42,5,176099.13,1,1,1,8404.73,0,0.095017545,Low Risk
15576368,Bledsoe,624,Germany,Female,48,3,122388.38,2,0,0,30020.09,0,0.35682136,Medium Risk
15674991,Kao,667,France,Male,42,9,0.0,2,0,1,58137.42,0,0.016129171,Low Risk
15721024,Wickens,642,France,Male,26,0,0.0,1,0,0,47472.68,0,0.009667682,Low Risk
15745621,Wertheim,640,Spain,Female,32,6,118879.35,2,1,1,19131.71,0,0.07848544,Low Risk
15642394,He,529,Spain,Male,35,5,0.0,2,1,1,187288.5,0,0.0068608983,Low Risk
15754605,Jarvis,563,France,Female,39,5,0.0,2,1,1,17603.81,0,0.03785,Low Risk
15607040,P'an,593,Spain,Female,38,4,88736.44,2,1,0,67020.03,0,0.4392137,Medium Risk
15715142,Repina,739,Germany,Male,45,7,102703.62,1,0,1,147802.94,1,0.8038587,High Risk
15810978,Pugliesi,788,Spain,Female,70,1,0.0,2,1,1,41610.62,0,0.01567012,Low Risk
15668886,Blakey,684,Spain,Female,38,3,0.0,2,1,0,44255.65,0,0.22756256,Low Risk
15780804,Nucci,482,France,Male,55,5,97318.25,1,0,1,78416.14,0,0.06955233,Low Risk
15613880,Higinbotham,591,Spain,Male,58,5,128468.69,1,0,1,137254.55,0,0.19845515,Low Risk
15775238,Achebe,651,Germany,Female,41,4,133432.59,1,0,1,151303.48,0,0.47066596,Medium Risk
15786905,Russo,749,Germany,Female,40,8,141782.57,2,0,0,86333.63,0,0.04513101,Low Risk
15747867,Trevisani,583,France,Male,24,9,135125.28,1,0,0,89801.9,0,0.09369509,Low Risk
15600337,Dobie,661,Spain,Male,42,2,178820.91,1,0,0,29358.57,1,0.8821144,High Risk
15801277,Maccallum,715,France,Female,31,2,112212.14,2,1,1,181600.72,0,0.04004326,Low Risk
15579334,Watkins,769,Germany,Female,45,5,126674.81,1,1,0,124118.71,1,0.96872115,High Risk
15802741,Mitchel,625,France,Female,51,7,136294.97,1,1,0,38867.46,1,0.87273675,High Risk
15720649,Ferdinand,641,France,Female,36,5,66392.64,1,1,0,31106.67,0,0.18677747,Low Risk
15589493,Otitodilinna,716,Germany,Male,27,1,122552.34,2,1,0,67611.36,0,0.17919198,Low Risk
15688251,Mamelu,767,France,Male,43,1,76408.85,2,1,0,77837.63,0,0.07241086,Low Risk
15665238,Beneventi,745,Germany,Male,36,8,145071.24,1,0,0,6078.46,0,0.10055847,Low Risk
15740900,Perrodin,589,France,Male,34,6,0.0,2,1,1,177896.92,0,0.040797908,Low Risk
15681068,Chinagorom,796,France,Female,45,2,109730.22,1,1,1,123882.73,0,0.13905266,Low Risk
15748625,Napolitano,664,France,Male,57,6,0.0,2,1,1,15304.08,0,0.017110439,Low Risk
15727299,Edgar,445,Spain,Male,62,1,64119.38,1,1,1,76569.64,1,0.84013593,High Risk
15620204,Walker,543,Germany,Female,57,1,106138.33,2,1,1,120657.32,1,0.93335754,High Risk
15669516,Steele,746,Spain,Male,36,2,0.0,2,1,1,16436.56,0,0.01746403,Low Risk
15736534,Elkins,742,Germany,Male,33,0,181656.51,1,1,1,107667.91,0,0.0056422455,Low Risk
15803457,Hao,750,France,Female,32,5,0.0,2,1,0,95611.47,0,0.030375222,Low Risk
15659098,Toscano,669,France,Male,30,7,95128.86,1,0,0,19799.26,0,0.02468562,Low Risk
15603436,Savage,594,Spain,Female,49,2,126615.94,2,0,1,123214.74,0,0.3478619,Medium Risk
15566292,Okwuadigbo,574,Spain,Male,36,1,0.0,2,0,1,71709.12,0,0.034837708,Low Risk
15808621,Mordvinova,659,Germany,Male,36,2,76190.48,2,1,1,149066.14,0,0.0031624865,Low Risk
15580148,Welch,750,Germany,Male,40,5,168286.81,3,1,0,20451.99,1,0.9987392,High Risk
15776231,Kent,626,Germany,Male,35,4,88109.81,1,1,1,32825.5,0,0.1086338,Low Risk
15773809,Campbell,620,France,Male,42,4,0.0,2,1,0,6232.31,0,0.00771731,Low Risk
15649423,Cooper,580,France,Female,35,8,0.0,2,0,1,10357.03,0,0.018518372,Low Risk
15734886,Mazzi,686,France,Female,34,3,123971.51,2,1,0,147794.63,0,0.15441163,Low Risk
15722548,Fisher,540,France,Male,48,0,148116.48,1,0,0,116973.48,0,0.4250772,Medium Risk
15650288,Summers,634,Germany,Male,35,6,116269.01,1,1,0,129964.94,0,0.4311489,Medium Risk
15629448,Brady,632,Spain,Male,38,1,120599.21,1,1,0,92816.86,0,0.13875067,Low Risk
15716164,Nicholls,501,France,Female,41,3,144260.5,1,1,0,172114.67,0,0.2738665,Low Risk
15807609,Yuan,650,Spain,Female,25,3,86605.5,3,1,0,16649.31,1,0.9417634,High Risk
15578977,Robinson,786,France,Male,34,9,0.0,2,1,0,144517.19,0,0.0057734246,Low Risk
15677369,Golubov,554,Germany,Female,37,4,58629.97,1,0,0,182038.6,0,0.064441,Low Risk
15804072,Chen,701,Spain,Female,42,5,0.0,2,0,0,24210.56,0,0.17558639,Low Risk
15696859,Oldham,474,France,Male,45,10,0.0,2,0,0,172175.9,0,0.6279338,Medium Risk
15653780,Kambinachi,621,France,Female,43,5,0.0,1,1,1,47578.45,0,0.44197175,Medium Risk
15721658,Fleming,672,Spain,Female,56,2,209767.31,2,1,1,150694.42,1,0.9885529,High Risk
15578761,Cunningham,459,Spain,Female,42,6,129634.25,2,1,1,177683.02,1,0.17647533,Low Risk
15736879,Obinna,669,France,Male,23,1,0.0,2,0,0,66088.83,0,0.0021255133,Low Risk
15571973,Chinwemma,776,France,Female,38,2,169824.46,1,1,0,169291.7,0,0.85906,High Risk
15626742,Carpenter,694,France,Male,36,3,97530.25,1,1,1,117140.41,0,0.044984136,Low Risk
15672692,Yin,787,France,Female,42,10,145988.65,2,1,1,79510.37,0,0.025751226,Low Risk
15673570,Olsen,580,France,Male,37,9,0.0,2,0,1,77108.66,0,0.016365891,Low Risk
15767432,Ts'ai,711,France,Female,25,7,0.0,3,1,1,9679.28,0,0.000267205,Low Risk
15654238,Jen,673,France,Female,40,5,137494.28,1,1,0,81753.92,0,0.17407295,Low Risk
15612525,Preston,499,France,Female,57,1,0.0,1,0,0,131372.38,1,0.996829,High Risk
15812750,Ozioma,591,France,Male,24,6,147360.0,1,1,1,25310.82,0,0.029408809,Low Risk
15790757,Cody,769,France,Female,25,10,0.0,2,0,0,187925.75,0,0.0022117358,Low Risk
15723873,Ponomarev,657,Spain,Male,31,3,125167.02,1,0,0,98820.39,0,0.07821161,Low Risk
15744607,Martin,738,Germany,Male,43,9,121152.05,2,1,0,64166.7,1,0.8847939,High Risk
15612966,Milani,545,Germany,Female,60,7,128981.07,1,0,1,176924.21,1,0.94453406,High Risk
15784209,Tang,497,France,Male,47,6,0.0,1,1,1,90055.08,0,0.12971881,Low Risk
15794278,Romani,816,Spain,Male,67,6,151858.98,1,1,1,72814.31,0,0.03197097,Low Risk
15766741,McIntyre,525,France,Male,36,2,114628.4,1,0,1,168290.06,0,0.09109917,Low Risk
15661036,Davis,725,France,Male,46,6,0.0,2,1,0,161767.38,0,0.046551034,Low Risk
15705639,Onyemauchechukwu,692,France,Female,28,8,95059.02,2,1,0,44420.18,0,0.15041655,Low Risk
15637414,Gell,618,France,Female,24,7,128736.39,1,0,1,37147.61,0,0.02206992,Low Risk
15716835,Rossi,546,France,Male,24,8,156325.38,1,1,1,125381.02,0,0.0072874767,Low Risk
15696231,Chiwetelu,635,France,Male,29,7,105405.97,1,1,1,149853.89,0,0.04098102,Low Risk
15641675,Kirillova,611,France,Female,49,2,88915.37,3,0,0,161435.02,1,0.9998944,High Risk
15670755,Shaw,650,France,Male,60,8,0.0,2,1,1,102925.76,0,0.06634195,Low Risk
15640059,Smith,606,France,Male,40,5,0.0,2,1,1,70899.27,0,0.017154304,Low Risk
15787619,Hsieh,844,France,Male,18,2,160980.03,1,0,0,145936.28,0,0.015716339,Low Risk
15587535,Onyemauchechukwu,450,Spain,Female,46,5,177619.71,1,1,0,54227.06,0,0.3636396,Medium Risk
15813034,Martin,727,Spain,Male,38,2,62276.99,1,1,1,59280.79,0,0.1318773,Low Risk
15698839,Okwudilichukwu,460,Germany,Male,46,4,127559.97,2,1,1,126952.5,0,0.09619313,Low Risk
15790314,Onuoha,649,France,Male,41,0,0.0,2,0,1,130567.02,0,0.01432692,Low Risk
15634245,Muecke,758,Germany,Female,47,9,95523.16,1,1,0,73294.48,0,0.94654226,High Risk
15677305,Hsieh,490,France,Female,35,7,107749.03,1,1,1,3937.37,0,0.0073638386,Low Risk
15661526,Anderson,815,Germany,Male,37,2,110777.26,2,1,0,2383.59,0,0.0064333794,Low Risk
15685997,Azubuike,838,Spain,Female,39,5,166733.92,2,1,0,14279.44,0,0.11741591,Low Risk
15660101,Nnonso,803,France,Male,31,9,157120.86,2,1,0,141300.53,0,0.037523057,Low Risk
15637979,Fuller,664,Germany,Female,36,2,127160.78,2,1,0,78140.75,0,0.10680849,Low Risk
15815364,Ashley,736,Spain,Female,28,2,0.0,2,1,1,117431.1,0,0.045481868,Low Risk
15647099,Ts'ui,633,France,Female,37,9,156091.97,1,1,0,72008.61,0,0.33189878,Medium Risk
15625944,Buccho,664,France,Male,58,5,98668.18,1,1,1,60887.58,0,0.14427792,Low Risk
15583212,Chidozie,600,France,Female,43,5,134022.06,1,1,0,194764.83,0,0.3136605,Medium Risk
15582741,Maclean,693,France,Female,35,5,124151.09,1,1,0,88705.14,1,0.6542271,Medium Risk
15637876,Burns,663,Germany,Female,36,6,77253.5,1,0,0,35817.97,1,0.040992692,Low Risk
15622750,Chu,742,Germany,Female,21,1,114292.48,1,1,0,31520.4,0,0.78409666,High Risk
15672056,Kenenna,710,Germany,Male,43,2,140080.32,3,1,1,157908.19,1,0.99793184,High Risk
15812351,Beluchi,710,Spain,Female,27,2,135277.96,1,1,0,142200.15,0,0.0668535,Low Risk
15810864,Williamson,700,France,Female,82,2,0.0,2,0,1,182055.36,0,0.0022205939,Low Risk
15677921,Bobrov,720,Germany,Male,60,9,115920.62,2,0,0,157552.08,1,0.98847777,High Risk
15724296,Kerr,684,Spain,Male,41,2,119782.72,2,0,0,120284.67,0,0.17478259,Low Risk
15685329,McKenzie,531,France,Female,63,1,114715.71,1,0,1,24506.95,1,0.8601808,High Risk
15584091,Pitts,742,Germany,Female,36,2,129748.54,2,0,0,47271.61,1,0.13653944,Low Risk
15640442,Standish,717,France,Male,31,4,129722.57,1,0,0,41176.6,0,0.052827798,Low Risk
15639314,Cartwright,589,France,Male,32,2,0.0,2,0,1,9468.64,0,0.015760127,Low Risk
15685320,Johnstone,767,France,Male,36,3,139180.2,1,0,0,123880.19,0,0.036991056,Low Risk
15789158,Nikitina,636,Germany,Male,49,6,113599.74,2,1,0,158887.09,1,0.8541873,High Risk
15752137,McElroy,648,France,Male,33,7,134944.0,1,1,1,117036.38,0,0.041284923,Low Risk
15712551,Shen,622,Germany,Female,58,7,116922.25,1,1,0,120415.61,1,0.99621296,High Risk
15628936,Archer,692,Spain,Male,28,9,118945.09,1,0,0,16064.25,1,0.6779507,Medium Risk
15797227,Otutodilinna,754,France,Male,28,8,0.0,2,1,1,52615.62,0,0.015761893,Low Risk
15769974,Shih,679,Spain,Female,35,8,119182.73,1,0,0,121210.09,0,0.2864751,Low Risk
15737051,Denisov,639,France,Male,27,8,0.0,2,1,0,192247.35,0,0.0029142185,Low Risk
15585595,Owens,774,France,Female,28,1,71264.02,2,0,1,68759.57,0,0.023792619,Low Risk
15654060,P'eng,517,France,Male,41,2,0.0,2,0,1,75937.47,0,0.018717734,Low Risk
15745196,Verco,571,France,Female,35,8,0.0,2,0,0,84569.13,0,0.23387855,Low Risk
15571221,Bergamaschi,747,Germany,Male,58,7,116313.57,1,1,1,190696.35,1,0.97777313,High Risk
15660155,Lorenzo,792,Spain,Male,36,5,92140.15,1,0,1,67468.67,0,0.01814525,Low Risk
15605284,Outtrim,688,France,Male,26,1,0.0,2,1,1,104435.94,0,0.015439838,Low Risk
15694366,Hou,714,Germany,Male,42,2,177640.09,1,0,1,47166.55,0,0.036097057,Low Risk
15600739,Galkin,562,Spain,Female,35,0,0.0,2,1,0,119899.52,0,0.10618621,Low Risk
15653253,Pagnotto,704,Spain,Male,48,8,167997.6,1,1,1,173498.45,0,0.17641874,Low Risk
15763431,Echezonachukwu,698,France,Male,36,2,82275.35,2,1,1,93249.26,0,0.049556572,Low Risk
15643696,Young,611,France,Male,49,3,0.0,2,1,1,142917.54,0,0.050815213,Low Risk
15707473,Summers,850,Germany,Female,48,6,111962.99,1,1,0,111755.8,0,0.4673264,Medium Risk
15769504,Munro,743,Germany,Female,34,1,131736.88,1,1,1,108543.21,0,0.11207563,Low Risk
15776807,Brennan,654,France,Male,29,1,0.0,1,1,0,180345.44,0,0.10079097,Low Risk
15686870,Ball,761,Germany,Male,36,8,108239.11,2,0,0,99444.02,0,0.13702244,Low Risk
15668747,Virgo,702,France,Female,46,9,98444.19,1,0,1,109563.28,0,0.34561253,Medium Risk
15766908,Trevisani,488,Germany,Male,32,3,114540.38,1,1,0,92568.07,0,0.061263457,Low Risk
15570134,Padovano,683,France,Female,35,6,187530.66,2,1,1,37976.36,0,0.40891364,Medium Risk
15567367,Tao,601,Germany,Female,42,9,133636.16,1,0,1,103315.74,0,0.21144533,Low Risk
15747542,Perez,605,France,Male,52,7,0.0,2,1,1,173952.5,0,0.023300035,Low Risk
15762238,Fraser,671,Germany,Female,44,0,84745.03,2,0,1,34673.98,0,0.81371504,High Risk
15681554,Alley,614,Germany,Female,31,7,120599.38,2,1,1,46163.44,0,0.027053446,Low Risk
15712825,Howells,511,Spain,Female,29,9,0.0,2,0,1,140676.98,0,0.014833392,Low Risk
15640280,Cameron,850,France,Male,39,4,127771.35,2,0,1,151738.54,0,0.002186324,Low Risk
15756026,Hooper,790,Spain,Female,46,9,0.0,1,0,0,14679.81,1,0.9533961,High Risk
15613319,Rice,793,France,Female,33,0,0.0,1,0,0,175544.02,0,0.22808789,Low Risk
15798906,Cox,628,France,Male,69,5,0.0,2,1,1,181964.6,0,0.007981883,Low Risk
15708917,Martin,598,Germany,Male,53,10,167772.96,1,1,1,136886.86,0,0.09698237,Low Risk
15778463,Ikenna,657,France,Female,37,6,95845.6,1,1,0,122218.23,0,0.13582212,Low Risk
15699430,Davide,618,France,Female,35,10,0.0,2,1,0,180439.75,0,0.064468205,Low Risk
15649992,Alexander,681,Spain,Male,65,7,134714.7,2,0,1,190419.81,0,0.004664235,Low Risk
15578980,Piazza,516,Spain,Female,33,3,0.0,2,1,1,58685.59,0,0.011864335,Low Risk
15775306,Ni,421,Germany,Male,28,8,122384.22,3,1,1,89017.38,1,0.99680173,High Risk
15641655,Black,700,France,Female,26,2,0.0,2,0,0,50051.42,0,0.02958838,Low Risk
15619708,Harker,745,France,Male,25,5,157993.15,2,1,0,146041.45,0,0.032631848,Low Risk
15734565,Hughes,696,France,Male,29,8,0.0,2,1,0,191166.09,0,0.010077187,Low Risk
15806438,Chiabuotu,580,Germany,Female,42,2,123331.36,1,0,0,103516.08,1,0.71739584,High Risk
15591969,Kuo,497,Spain,Male,27,9,75263.16,1,1,1,164825.04,0,0.0668916,Low Risk
15747807,Gallagher,720,France,Female,43,6,137824.03,2,1,0,172557.77,0,0.5130759,Medium Risk
15596939,Calabresi,659,Germany,Male,36,4,132578.92,2,1,0,84320.94,0,0.10287924,Low Risk
15716155,Shaw,841,France,Female,36,5,156021.31,1,0,0,122662.98,0,0.019470489,Low Risk
15765311,Zhirov,642,Spain,Male,34,8,0.0,1,1,0,72085.1,0,0.26314393,Low Risk
15757811,Lloyd,732,Spain,Female,69,9,137453.43,1,0,1,110932.24,1,0.82312214,High Risk
15603830,Palmer,600,Spain,Male,36,4,0.0,2,1,0,143635.36,0,0.032908686,Low Risk
15660602,Ch'eng,464,Germany,Male,33,8,164284.72,2,1,1,3710.34,0,0.02514584,Low Risk
15660535,Avent,680,France,Female,47,5,0.0,2,1,1,179843.33,0,0.026978191,Low Risk
15666633,Huang,758,Spain,Male,56,1,0.0,2,1,1,10643.38,0,0.09632714,Low Risk
15596914,Shaw,630,Germany,Female,31,2,112373.49,2,1,1,131167.98,0,0.07017376,Low Risk
15639788,Yuan,577,France,Female,39,10,0.0,2,1,0,10553.31,0,0.14055623,Low Risk
15695846,Hawkins,684,France,Female,34,6,0.0,2,1,1,130928.22,0,0.029173667,Low Risk
15726234,Trentini,708,Spain,Female,41,5,0.0,1,0,1,157003.99,0,0.67321986,Medium Risk
15797964,Cameron,732,Germany,Female,29,1,154333.82,1,1,1,138527.56,0,0.06089676,Low Risk
15625881,Koehler,634,Germany,Male,37,3,111432.77,2,1,1,167032.49,0,0.1485927,Low Risk
15780628,Wu,633,France,Female,30,6,0.0,2,0,0,41642.29,0,0.009036717,Low Risk
15575883,Manna,559,France,Male,34,2,137390.11,2,1,0,9677.0,0,0.09613859,Low Risk
15585036,Okoli,694,Spain,Female,37,3,0.0,2,1,1,147012.22,0,0.07713182,Low Risk
15589488,Ch'eng,686,Germany,Female,56,5,111642.08,1,1,1,80553.87,0,0.34869513,Medium Risk
15585888,Nwokezuike,553,Spain,Female,48,3,0.0,1,0,1,30730.95,1,0.90224844,High Risk
15727915,Artemiev,507,France,Male,36,4,83543.37,1,0,0,140134.43,0,0.36049718,Medium Risk
15707567,Esposito,732,Germany,Male,50,6,145338.76,1,0,0,91936.1,1,0.974837,High Risk
15737792,Abbie,818,France,Female,31,1,186796.37,1,0,0,178252.63,0,0.24457142,Low Risk
15599433,Fanucci,660,Germany,Male,35,8,58641.43,1,0,1,198674.08,0,0.034003332,Low Risk
15672012,Jen,773,Spain,Female,41,5,0.0,1,1,0,28266.9,1,0.8223872,High Risk
